index,brand,sum_correct_recall,n_attempts,sum_incorrect_recall,recall_percentage,hit_count,false_alarm_count,correct_rejection_count,miss_count,total_old,total_new,hit_rate,false_alarm_rate,correct_rejection_rate,miss_rate,accuracy_correct,accuracy_incorrect,overall_accuracy,hits_fas,d_prime,Ease of Spelling (NLP),Frequency (NLP),Type Token Ratio (NLP),Automated Readability Index (NLP),Flesch Reading Ease (NLP),Flesch Kincaid Grade Level (NLP),Coleman Liau Index (NLP),Age of Acquisition (NLP),Orthographic Neighborhood Size (NLP),Orthographic Levenshtein Distance (NLP),Phonological Levenshtein Distance (NLP),Phonological Neighborhood Size (NLP),Length,Pronoun We (HR),Pronoun You (HR),Alliteration (HR),Prevalence (NLP),Arousal (HR),Arousal (NLP),Valence (HR),Valence (NLP),Dominance (NLP),Dominance (HR),Liking (HR),Concreteness (HR),Concreteness (NLP),Imageability (HR),Imageability (NLP),Slogan Brand Functional Fit (HR),Slogan Brand Personality Fit (HR),Slogan Brand Fit 1 (LLM),Slogan Brand Fit 2 (LLM),Creativity (HR),Humor (HR),Humor (NLP),Surprise (NLP),Closest Slogan Similarity (LLM),Wordplay (HR),Metaphor (HR),Distinctiveness Within Category (HR),Distinctiveness in General (HR),Distinctiveness (LLM),Slogan Semantic Density (LLM),Hyperbole (HR),Closest Brand Similarity (LLM)
Find your magic,AXE,12,194,182,0.06185567,145,28,160,49,194,188,0.7474226804123711,0.1489361702127659,0.85106383,0.2525773195876288,305,77,0.7984293193717278,0.5984865101996052,1.695470734,7,5.816304495579312,-1,-0.48,90.99000000000004,-1.313333333,0.5333333333333332,-5.133333333,14,-1.233333333,-1.483333333,28.33333333333333,3,0,1,0,2.332820730145693,5.842105263157895,6.576,3.5,6.686,5.343,6.105263157894737,4.947368421052632,1.947368421052632,2.6333333333333333,3.947368421052632,4.941,4.133333333333334,3.875,1.01364925,0.767395728,4,1.6842105263157894,2.441176471,5.440711093,0.108378803,0,1,4.157894736842105,3.117647058823529,0.104705225,0.5450756,0,0.159667597
Find your own road,Saab,4,196,192,0.020408163,140,33,137,56,196,170,0.7142857142857143,0.1941176470588235,0.8058823529411765,0.2857142857142857,277,89,0.7568306010928961,0.5201680672268908,1.4190859240140514,7,5.859385341,-1,1.7674999999999983,118.175,2.229999999999998,1.4499999999999993,-4.91,17.75,-1.0125,-0.975,45.25,4,0,1,0,2.359165067414585,5.4,4.162,3.1052631578947367,5.7395,6.289,6.526315789473684,4.45,3.15,2.9275,4.65,5.023,4.923076923076923,5,1.022307188,0.765315017,3.8,2.25,2.205882353,5.461420605,0.113129949,0,1,2.631578947368421,2.769230769230769,0.118750475,0.52866604,0,0.109618627
First in business worldwide,CNBC,7,190,183,0.036842105,137,24,162,53,190,186,0.7210526315789474,0.1290322580645161,0.8709677419354839,0.2789473684210526,299,77,0.7952127659574468,0.5920203735144313,1.7041315652880251,6.25,5.480181011616766,-1,-8.83,75.87500000000001,-3.67,-11.6,-6.2425,8.75,-1.8625,-2.7875,12.5,4,0,0,0,2.328990476121076,2.523809523809524,4.742,2.909090909090909,6.297,6.106,4.3,3,4.391304347826087,2.89,2.5217391304347827,4.1825,4.5,4.875,1.010226197,0.774646201,2.1739130434782608,1.2608695652173914,2.068965517,5.787065055,0.140206208,0,0,3,2.625,0.131987811,0.576111946,1,0.091964598
Fit for a king,Crown Royal,0,180,180,0,150,20,175,30,180,195,0.8333333333333334,0.1025641025641025,0.8974358974358975,0.1666666666666666,325,50,0.8666666666666667,0.7307692307692308,2.215890064500604,7.333333333333333,6.004527277,-1,6.477499999999999,118.175,2.229999999999998,7.25,-4.61,30.666666666666668,-0.95,-1.125,49.75,4,0,0,0,2.2375711623061765,4.05,5.8245000000000005,3.6,6.66,5.899,6.631578947368421,3.736842105263158,3.6,2.4725,4.75,5.721,5.105263157894737,5.842105263157895,1.063807252,0.807876303,3,1.95,2.217391305,6.982776486,0.151636202,1,1,3.333333333333333,3.071428571428572,0.114661573,0.576811101,0,0.13077051
Fluent in finance,Barclay's,3,181,178,0.016574586,147,17,180,34,181,197,0.8121546961325967,0.086294416,0.9137055837563453,0.1878453038674033,327,51,0.8650793650793651,0.7258602798889419,2.230291766328832,6.333333333333333,4.596340494500047,-1,-3.62,62.79000000000002,-5.246666667,-3.333333333,-8.876666667,11.666666666666666,-1.533333333,-2.783333333,8,3,0,0,1,2.272974626451146,3.4444444444444446,4.9265,2.25,5.891500000000001,5.868,4.631578947368421,4.15,4.1,2.763333333333333,3.3,3.8575,5.65,5.111111111111111,1.05900825,0.784508722,3.1578947368421053,1.5,,5.968019506,0.160014995,0,0,4.153846153846154,3.7777777777777777,0.149080076,0.613758965,0,0.121757968
Fly beyond,Grey Goose,0,188,188,0,134,33,165,54,188,198,0.7127659574468085,0.1666666666666666,0.8333333333333334,0.2872340425531915,299,87,0.7746113989637305,0.5460992907801419,1.5189217813227969,7,4.781688800186299,-1,-0.765,77.90500000000002,-2.89,4.499999999999998,-4.685,6.5,-1.525,-2.55,9,2,0,0,0,2.372076077711529,4.448275862068965,5.406,6.125,5.406,6.031,5.516129032258065,3.7,2.838709677419355,3.18,3.903225806451613,5.759,5.46875,5.5625,1.041049936,0.797699941,3.419354838709677,1.6774193548387095,,3.10588258,0.098711433,0,1,4.25,3.193548387096774,0.112924326,0.532099981,0,0.137306714
Fly smart. Land happy.,Alaska Airlines,17,177,160,0.096045198,147,19,184,30,177,203,0.8305084745762712,0.093596059,0.9064039408866996,0.1694915254237288,331,49,0.8710526315789474,0.7369124154629707,2.255957263622604,7.25,5.094633161054358,-1,-2.9425,97.025,-0.72,-1.45,-4.1225,16,-1.1875,-1.5,14,4,0,0,0,2.4717677820565043,4.727272727272728,5.6915,3.25,6.84675,6.5175,5.363636363636363,4.75,4.5,3.3800000000000003,4.875,5.04425,5.125,5.739130434782608,1.06729328,0.800226297,3.75,2.458333333333333,2.225,9.721934049,0.118918588,0,0,3.772727272727273,4,0.120190723,0.552851084,0,0.071168369
Flying the flag,Air Canada,0,181,181,0,135,14,185,46,181,199,0.7458563535911602,0.070351759,0.9296482412060302,0.2541436464088398,320,60,0.8421052631578947,0.6755045947971904,2.114720222751221,7,5.471539070346818,-1,-0.48,90.99000000000004,-1.313333333,0.5333333333333332,-4.655,14.333333333333334,-1.283333333,-1.933333333,9.666666666666666,3,0,0,0,2.214372264,4.25,,2.136363636363636,,,5.2727272727272725,3.5454545454545454,4.571428571428571,3.44,5.136363636363637,,3.941176470588236,4.833333333333333,1.054531772,0.797781194,2.3181818181818183,1.818181818181818,2.230769231,3.838476234,0.1469455,0,1,4.2727272727272725,3.928571428571429,0.129891744,0.59030175,0,0.122782696
Follow your inner star,American Girl,5,170,165,0.029411765,112,12,185,58,170,197,0.6588235294117647,0.060913706,0.9390862944162436,0.3411764705882353,297,70,0.8092643051771117,0.5979098238280084,1.9357315839982008,7,5.201576349372446,-1,-2.9425,75.87500000000001,-3.67,-4.35,-5.26,13.25,-1.25,-1.45,20.5,4,0,1,0,2.247704418,3.8333333333333335,5.253,3.5789473684210527,6.111,4.544,6.2631578947368425,4,3.1052631578947367,3.295,3.3684210526315788,5.1615,4.909090909090909,5.470588235294118,1.017787287,0.75814558,3.1578947368421053,2.263157894736842,2.433333333,9.288847267,0.134950109,0,1,3.4705882352941178,3.4545454545454546,0.121112452,0.561838764,0,0.153610475
Food with integrity,Chipotle Mexican Grill,12,192,180,0.0625,133,24,156,59,192,180,0.6927083333333334,0.1333333333333333,0.8666666666666667,0.3072916666666667,289,83,0.7768817204301075,0.5593750000000001,1.6021128396160536,6.333333333333333,5.249476992143292,-1,-6.76,34.59000000000003,-9.18,-7.2,-6.136666667,11.666666666666666,-1.533333333,-2.5,19.33333333333333,3,0,0,0,2.4462946994829564,4.428571428571429,6.735,3.095238095238096,7.606,6.606,4.761904761904762,4.476190476190476,4.9523809523809526,2.7466666666666666,5.047619047619048,6.5,4.7,5.157894736842105,1.050151611,0.803899294,3.1904761904761907,1.8571428571428568,2.181818182,5.312748653,0.091742379,0,0,2.923076923076923,3.142857142857143,0.108805591,0.503125723,0,0.116411188
For a better you,Westin Hotels,0,194,194,0,111,60,111,83,194,171,0.5721649484536082,0.3508771929824561,0.6491228070175439,0.4278350515463917,222,143,0.6082191780821918,0.2212877554711521,0.5615614025808561,7,6.916928836030843,-1,4.122500000000002,97.025,-0.72,4.349999999999998,-4.1625,24.666666666666668,-0.95,-1.025,53.75,4,0,1,0,2.2965138377330048,4.052631578947368,,3.631578947368421,,,5.5,4.2631578947368425,2.631578947368421,2.2775,2.9473684210526314,,3.875,4.461538461538462,0.992468174,0.757714897,3.789473684210526,1.5789473684210529,,4.591507029,0.112153277,0,0,3.3684210526315788,2.1904761904761907,0.099711114,0.51944532,0,0.107324213
For a great start to the day!,Nesquik,0,202,202,0,125,31,154,77,202,185,0.6188118811881188,0.1675675675675675,0.8324324324324325,0.3811881188118812,279,108,0.7209302325581395,0.4512443136205512,1.2575443694020814,7,6.617000373928802,-1,2.4542857142857173,115.13000000000002,1.0599999999999987,1.8000000000000007,-4.018571429,27.83333333333333,-1.033333333,-1.264285714,50.285714285714285,7,0,0,0,2.2576208045617823,5.894736842105263,5.6705,4,7.259499999999999,6.5920000000000005,5.5,4.25,3.5,2.072857142857143,4.35,3.1565000000000003,4.714285714285714,5.176470588235294,1.013349712,0.75821339,3.05,1.8,2.251851852,6.262135012,0.169443698,0,0,2.8,2.888888888888889,0.126413647,0.599216379,0,0.112422966
For life,Volvo,1,196,195,0.005102041,124,35,143,72,196,178,0.6326530612244898,0.196629213,0.8033707865168539,0.3673469387755102,267,107,0.713903743,0.4360238477413437,1.184724054875196,7,6.369313481691073,-1,3.945,120.205,3.01,10.3,-5.14,27,-0.95,-0.875,48,2,0,0,0,2.3492427637550715,4,6.735,2.2,7.303,6.235,4.85,3.7,2.4,2.16,3.1,3.061,4.166666666666667,4.538461538461538,1.016155513,0.777656379,2.35,1.5,2.419354839,2.254434069,0.091519431,0,0,3.684210526315789,2.5806451612903225,0.112854535,0.516500764,0,0.109618627
For life out here,Tractor Supply Company,11,175,164,0.062857143,85,27,184,90,175,211,0.4857142857142857,0.1279620853080568,0.8720379146919431,0.5142857142857142,269,117,0.6968911917098446,0.3577522004062288,1.0921169620708242,7.25,6.495066870278059,-1,2.9450000000000003,118.175,2.229999999999998,2.8999999999999986,-4.325,28,-0.95,-1.075,36.25,4,0,0,0,2.338569709277205,3.736842105263158,6.735,1.9333333333333331,7.303,6.235,5.294117647058823,3.6666666666666665,2.588235294117647,2.545,3.1052631578947367,3.061,5.230769230769231,4.727272727272728,1.00013154,0.765745312,3.421052631578948,2.263157894736842,2.419354839,5.080533768,0.091519431,0,0,3.583333333333333,3.55,0.102099612,0.524833353,0,0.159864554
For life's sore spots,Bengay,12,171,159,0.070175439,124,14,178,47,171,192,0.7251461988304093,0.072916667,0.9270833333333334,0.2748538011695906,302,61,0.8319559228650137,0.6522295321637427,2.032895910045016,7,5.009492325122203,-1,-1.765,118.175,2.229999999999998,-1.45,-5.115,20.25,-1.425,-1.2625,34.75,4,0,0,0,2.3407251799483646,4.6,5.212,3.05,2.849,3.546,4.904761904761905,4.238095238095238,3.952380952380953,2.43,4.809523809523809,3.879,5.863636363636363,5.75,1.094982529,0.832341983,3.952380952380953,1.5714285714285714,1.909090909,10.55416957,0.132143811,1,0,4.0625,3.380952380952381,0.117117339,0.560727429,0,0.13582132
For people who don't fool around with pain,Motrin,5,184,179,0.027173913,137,22,182,47,184,204,0.7445652173913043,0.1078431372549019,0.8921568627450981,0.2554347826086957,319,69,0.8221649484536082,0.6367220801364024,1.881202872282808,7,5.681652883956943,-1,-3.17625,92.965,-2.28,-5.15,-4.845714286,16,-1.275,-1.35625,48.42857142857143,8,0,0,0,2.349045924773516,5.190476190476191,5.268666666666667,3.1818181818181817,3.7580000000000005,4.28,7.047619047619048,4.904761904761905,4.454545454545454,2.691428571428572,4.571428571428571,5.194,5.615384615384615,6.05,1.058445674,0.796848166,3.590909090909091,1.4761904761904765,2.135521885333333,6.554088149,0.148217792,0,0,4.117647058823529,3.45,0.120537618,0.580148451,0,0.072031282
For the bold,Doritos,10,184,174,0.054347826,128,39,150,56,184,189,0.6956521739130435,0.2063492063492063,0.7936507936507936,0.3043478260869565,278,95,0.7453083109919572,0.4893029675638371,1.3226641681365394,7,6.061615069209083,-1,4.229999999999997,119.19000000000004,2.619999999999999,6.333333333,-5.86,28,-0.95,-1.4,36,3,0,0,0,2.339321429173049,4.619047619047619,5.594,3.095238095238096,6.152,7.118,5.8,3.9047619047619047,2.761904761904762,1.83,3.142857142857143,4.121,4.357142857142857,5.5,1.023236175,0.78400761,2.85,1.7142857142857142,,5.071559044,0.086392944,0,0,3.88,3.647058823529412,0.115769812,0.557530161,0,0.081771039
For the kid in you,Nestle Crunch,2,178,176,0.011235955,132,17,175,46,178,192,0.7415730337078652,0.088541667,0.9114583333333334,0.2584269662921348,307,63,0.8297297297297297,0.6530313670411986,1.9806531279077813,7.2,6.889385846509382,-1,5.742000000000001,117.16000000000004,1.84,5.479999999999999,-4.138,26.8,-0.95,-1.31,44.2,5,0,1,0,2.3095999480775804,4.35,,3.25,,,5.2,5,3.35,2.946,4.95,,4.857142857142857,5.095238095238095,1.017929627,0.777867288,3.9,2.9,2.78125,5.696535735,0.102495126,0,1,2.772727272727273,2.875,0.108962511,0.528222839,0,0.105095064
For the true love of snacking,Rold Gold,0,181,181,0,130,23,178,51,181,201,0.7182320441988951,0.1144278606965174,0.8855721393034826,0.281767956,308,74,0.806282723,0.6038041835023776,1.7675507345554928,6.833333333333333,5.898310747015274,-1,-0.41,102.045,-0.516666667,-2.466666667,-4.546,19.83333333333333,-1.141666667,-1.45,24,6,0,0,0,2.3837423654308587,3.75,8.147,2.45,8.647,5.303,5.05,3.85,3.75,1.7,4.65,4.471,5.727272727272728,5.5,1.039727628,0.787055958,3.75,2.3,2.325,7.924265477,0.124524844,0,0,3,3.4,0.116846487,0.546610948,0,0.125888651
For the young in heart,Schwinn,0,184,184,0,110,23,169,74,184,192,0.5978260869565217,0.1197916666666666,0.8802083333333334,0.4021739130434782,279,97,0.7420212765957447,0.47803442,1.4125830491697673,7,6.413675807238439,-1,1.974,117.16000000000004,1.84,0.8399999999999981,-4.368,20.6,-1.2,-1.41,28.4,5,0,0,0,2.370934897189179,4.705882352941177,5.8635,2.611111111111111,7.1129999999999995,4.8705,5.833333333333333,4.388888888888889,2.611111111111111,2.748,4.055555555555555,5.4155,4.5,4.266666666666667,0.998786003,0.759935315,3.4444444444444446,2,2.236631016,5.924403661,0.102495126,0,1,3.625,3.7142857142857135,0.110504176,0.540451948,0,0.142607313
For those who make the world,Black & Decker,1,190,189,0.005263158,99,27,149,91,190,176,0.5210526315789473,0.1534090909090909,0.8465909090909091,0.4789473684210526,248,118,0.6775956284153005,0.3676435406698564,1.0662010763037244,6.833333333333333,6.388057032,-1,0.375,116.145,1.4499999999999993,-1.5,-4.531666667,20.83333333333333,-1.116666667,-1.358333333,48.5,6,0,0,0,2.3088533203445203,4.045454545454546,5.3355,2.7916666666666665,6.5005,5.8125,6.380952380952381,4.041666666666667,3.125,2.358333333333333,3.8181818181818175,5.098,5.043478260869565,5.578947368421052,0.99627263,0.755513424,3.652173913043478,1.9166666666666667,1.857142857,6.91927766,0.128955729,0,0,4.2,3.533333333333333,0.109016467,0.532539218,0,0.114194211
Forever faster,PUMA,11,194,183,0.056701031,103,17,161,91,194,178,0.5309278350515464,0.095505618,0.904494382,0.4690721649484536,264,108,0.7096774193548387,0.4354222170740183,1.371593698068821,6.5,4.794424827540671,-1,-10.185,-6.695,-14.69,-7.1,,10.5,-1.425,-2.525,8.5,2,0,0,1,2.285250548451526,5.142857142857143,,3.3181818181818183,,,5.190476190476191,3.772727272727273,3.1818181818181817,2.05,3.136363636363636,,5.266666666666667,5,1.012093551,0.766960807,3.380952380952381,2.272727272727273,,5.101586023,0.140762496,0,0,4.2105263157894735,4.733333333333333,0.117547592,0.562454384,0,0.124238809
Founded by firemen,Firehouse Subs,62,191,129,0.3246073298429319,178,11,179,13,191,190,0.9319371727748692,0.057894737,0.9421052631578948,0.068062827,357,24,0.937007874,0.8740424359327639,3.026485520351918,6.333333333333333,4.317708684682649,-1,-5.19,62.79000000000002,-5.246666667,-5.266666667,-5.41,9.333333333333334,-1.533333333,-1.366666667,32.666666666666664,3,0,0,1,2.174699992589538,4.714285714285714,,2.590909090909091,,,4.7,4.181818181818182,4.681818181818182,1.55,4.5,,4.764705882352941,5.8,1.08543197,0.826786837,2.863636363636364,1.7272727272727273,,4.517727553,0.184119384,0,0,4.333333333333333,3.9565217391304346,0.137598502,0.616542284,0,0.099262173
Free your pores,Biore,31,206,175,0.1504854368932038,167,15,167,39,206,182,0.8106796116504854,0.082417582,0.9175824175824177,0.1893203883495145,334,54,0.8608247422680413,0.728262029,2.2490117153019744,7,5.099533910425455,-1,-0.48,119.19000000000004,2.619999999999999,0.5333333333333332,-4.655,15.666666666666666,-1.083333333,-1.05,33.666666666666664,3,0,1,0,2.4479280704174577,3.655172413793104,6.886,6.5625,8.029,7,5.967741935483871,3.566666666666667,4.322580645,2.205,4.741935483870968,3.343,5.71875,5.84375,1.070491752,0.806726851,3.290322580645161,1.7096774193548387,,8.53118789,0.065276603,0,1,2.25,3.34375,0.123950337,0.553343428,0,0.156448247
Free your skin,Schick,10,191,181,0.052356021,157,30,153,34,191,183,0.8219895287958116,0.1639344262295081,0.8360655737704918,0.1780104712041884,310,64,0.8288770053475936,0.6580551025663034,1.887609963994252,7,5.566938265683528,-1,1.09,119.19000000000004,2.619999999999999,2.4666666666666632,-4.596666667,16.666666666666668,-1.05,-1.183333333,29.33333333333333,3,0,1,0,2.4422314573974018,4.904761904761905,6.33,2.8,6.837,6.15,6.363636363636363,4.636363636363637,3.363636363636364,3.0666666666666664,3.954545454545455,4.975,5.136363636363637,4.769230769230769,1.043976144,0.779014805,3.9047619047619047,1.8636363636363635,1.973684211,6.62491848,0.065276603,0,1,3.466666666666667,3.809523809523809,0.127236717,0.533644146,0,0.123134928
French for yum!,Yoplait,21,177,156,0.1186440677966101,148,12,191,29,177,203,0.8361581920903954,0.0591133,0.9408866995073892,0.1638418079096045,339,41,0.8921052631578947,0.7770448915977846,2.5153382364731955,7,5.096308725,-1,-0.48,119.19000000000004,2.619999999999999,2.4666666666666632,-4.39,19,-1.2,-1.283333333,30.666666666666668,3,0,0,0,2.1325995747465303,4.733333333333333,,2.875,,,5.2,3.941176470588236,3.8125,1.63,4.176470588235294,,4.958333333333333,5.578947368421052,1.116546783,0.835851025,4.4375,3,,8.585193648,0.127120921,1,0,4.7727272727272725,4.4,0.134195201,0.597718636,0,0.125436152
"Fresh and simple, simply delicious",Ruby Tuesday,0,188,188,0,153,70,115,35,188,185,0.8138297872340425,0.3783783783783784,0.6216216216216216,0.1861702127659574,268,105,0.7184986595174263,0.4354514088556641,1.1939420451609668,6.6,5.162139651277337,-1,-9.33,49.48000000000002,-7.6,-11.92,-6.42,9.6,-1.56,-2.45,4.8,5,0,0,1,2.4983824248695723,4.647058823529412,5.973,2.9411764705882355,6.899,5.666333333333334,5,5,3.2777777777777777,1.874,4.444444444444445,3.5156666666666667,4.857142857142857,5.25,1.013725909,0.783283815,3.2777777777777777,1.7777777777777777,2.2,6.449904423,0.10394416,0,0,2.833333333333333,2.421052631578948,0.102968137,0.493271697,0,0.165420861
Fresh. Better. Naturally.,St. Ives,0,217,217,0,155,42,129,62,217,171,0.7142857142857143,0.2456140350877192,0.7543859649122807,0.2857142857142857,284,104,0.7319587628865979,0.468671679,1.246725394793653,6.333333333333333,5.008120709430995,-1,-16.18,6.390000000000015,-13.11333333,-13,-6.6,8.333333333333334,-1.683333333,-2.466666667,13,3,0,0,0,2.451403604351324,4.166666666666667,6.235,2.75,6.909,5.394,4.176470588235294,4.578947368421052,3.789473684210526,1.7866666666666664,3.789473684210526,4.088,4.769230769230769,5.176470588235294,1.053831211,0.80841068,3.473684210526316,1.8421052631578947,,9.019655245,0.107822765,0,0,3.611111111111111,2.875,0.111518681,0.516913651,0,0.117180547
From a hot dog to a national habit,Nathans Famous,34,182,148,0.1868131868131868,166,13,184,16,182,197,0.912087912,0.065989848,0.934010152,0.087912088,350,29,0.9234828496042216,0.846098064,2.829216252,7.333333333333333,5.948342502353714,-0.875,1.5337499999999975,82.39000000000001,-3.755,-0.075,-4.3625,21,-1.291666667,-1.6125,35.125,8,0,0,0,2.229098283812489,4.095238095238095,4.710333333333334,2.8095238095238093,5.907333333333334,5.126,4.35,3.7142857142857135,5.35,2.55875,4.857142857142857,4.564,5.15,5.5,1.047925465,0.793724986,4,3.0476190476190474,2.135135135,8.103626684,0.148907931,0,1,4.041666666666667,4.583333333333333,0.122568215,0.590595077,0,0.183174472
"From bean to brew, for the perfect cup",Peet's Coffee,5,204,199,0.024509804,180,19,160,24,204,179,0.8823529411764706,0.106145251,0.8938547486033519,0.1176470588235294,340,43,0.8877284595300261,0.7762076897798225,2.412869167018937,7.125,5.640137408435304,-1,-0.82125,103.54,-0.805,-2.25,-4.82375,22.375,-1.1625,-1.4875,39.375,8,0,0,1,2.328733431726388,4.190476190476191,3.906,3.380952380952381,5.225666666666666,5.282,4.809523809523809,4.681818181818182,5.636363636363637,2.77625,5.727272727272728,6.107666666666667,5.526315789473684,6.416666666666667,1.120441071,0.851348226,4,1.5454545454545454,2.321893741,7.411556341,0.127230014,0,0,3.35,3.588235294117647,0.115621593,0.550220382,0,0.109689964
From father to son since 1831,Wild Turkey,0,199,199,0,177,11,166,22,199,177,0.8894472361809045,0.062146893,0.9378531073446328,0.1105527638190954,343,33,0.9122340425531916,0.8273003435255373,2.730550372101004,7.2,6.103578256,-1,-0.41,102.045,-0.516666667,-2.466666667,-4.626,22.2,-1.21,-1.23,38.4,6,0,0,0,2.342904945641481,4.2631578947368425,4.448,2.1,6.757,5.261,4.789473684210527,4.476190476190476,4.380952380952381,2.686,4.35,6.1345,3.857142857142857,4.5,1.004017038,0.75452021,3.4761904761904763,1.7142857142857142,2.444444444,7.600802671,0.108936763,0,0,4.047619047619048,4.444444444444445,0.138132036,0.56786096,0,0.152230353
